run_id,key,value,step,timestamp
84f1025e29d9487ab3ebf3338a28120c,train loss,0.046465155869722365,0,1689960122337
84f1025e29d9487ab3ebf3338a28120c,train loss,0.013840854534879326,0,1689960204413
84f1025e29d9487ab3ebf3338a28120c,train loss,0.013213541101664304,0,1689960284510
84f1025e29d9487ab3ebf3338a28120c,train loss,0.012971350336447357,0,1689960363794
84f1025e29d9487ab3ebf3338a28120c,train loss,0.012665099525824189,0,1689960443501
84f1025e29d9487ab3ebf3338a28120c,train loss,0.012535377765074372,0,1689960523142
84f1025e29d9487ab3ebf3338a28120c,train loss,0.012461459044367075,0,1689960601876
84f1025e29d9487ab3ebf3338a28120c,train loss,0.012345902767032384,0,1689960680622
84f1025e29d9487ab3ebf3338a28120c,train loss,0.012251255171373486,0,1689960758554
84f1025e29d9487ab3ebf3338a28120c,train loss,0.012203479098156094,0,1689960836843
84f1025e29d9487ab3ebf3338a28120c,train loss,0.012156040525063872,0,1689960915343
84f1025e29d9487ab3ebf3338a28120c,train loss,0.012037002298980951,0,1689960993588
84f1025e29d9487ab3ebf3338a28120c,train loss,0.012109720539301634,0,1689961074372
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011911699252203107,0,1689961153833
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011923684235662223,0,1689961233564
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011905994037166238,0,1689961313526
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011860877256840468,0,1689961393643
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011868465717881919,0,1689961473070
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011926203604787588,0,1689961552298
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011783297568559647,0,1689961631415
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01186885809712112,0,1689961710765
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011822252122685313,0,1689961789374
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01179878220707178,0,1689961870211
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011885024787858129,0,1689961950207
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01178619477339089,0,1689962028978
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011836667697876693,0,1689962108528
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011770708426833153,0,1689962188434
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011769109128043055,0,1689962267764
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011765132751315832,0,1689962347420
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01179487000964582,0,1689962426552
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011798735389485955,0,1689962505935
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011772197330370545,0,1689962585577
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011757827032357454,0,1689962664933
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011727040201425553,0,1689962743941
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011814017247408628,0,1689962823519
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011732730854302644,0,1689962903352
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011724189648404718,0,1689962983068
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011733665304258466,0,1689963061787
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01174326558969915,0,1689963141608
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011733108025044204,0,1689963220826
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011724081313237548,0,1689963300027
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011699477534741163,0,1689963378777
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011696013113483786,0,1689963458396
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011773996639996768,0,1689963537440
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01169922200217843,0,1689963616467
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011707567078992724,0,1689963695370
84f1025e29d9487ab3ebf3338a28120c,train loss,0.0116973473187536,0,1689963775594
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011743707980960607,0,1689963855717
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011732354126870632,0,1689963935491
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011689185436815023,0,1689964014086
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01168154175952077,0,1689964092540
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01167638910189271,0,1689964170364
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011690616087988019,0,1689964248056
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011698877254500984,0,1689964326933
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011685525640845299,0,1689964406636
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011749197173863649,0,1689964485459
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01160473607853055,0,1689964563337
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011711913179606199,0,1689964642795
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011659064641222358,0,1689964722367
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011663363851606845,0,1689964802149
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01172448023967445,0,1689964881017
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011670617457479238,0,1689964959669
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01162452289648354,0,1689965038074
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01166565414890647,0,1689965116827
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011614257687702774,0,1689965195995
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011672068320214748,0,1689965274709
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01161647566780448,0,1689965353532
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011824504591524601,0,1689965432151
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011554484527558088,0,1689965509674
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011623634103685618,0,1689965589058
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01161914133094251,0,1689965667226
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011601660054177046,0,1689965745828
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011667226126417518,0,1689965823404
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01162521232664585,0,1689965902377
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011653154537081718,0,1689965981097
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011601565862074495,0,1689966060427
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011722919661551714,0,1689966139552
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011562705516815186,0,1689966219116
84f1025e29d9487ab3ebf3338a28120c,train loss,0.01161646449379623,0,1689966298161
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011639378502964974,0,1689966377572
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011632341977208853,0,1689966456672
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011554860427975655,0,1689966536052
84f1025e29d9487ab3ebf3338a28120c,train loss,0.011609779877588152,0,1689966615410
